"","project","language","article","access","agent","granularity","date","views"
"825","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-02,16786
"826","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-03,16717
"827","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-04,23158
"828","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-05,20842
"829","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-06,18519
"830","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-07,16488
"831","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-08,16831
"832","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-09,16951
"833","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-10,15845
"834","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-11,15816
"835","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-12,16277
"836","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-13,18956
"837","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-14,20083
"838","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-15,18378
"839","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-16,18196
"840","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-17,18965
"841","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-18,18579
"842","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-19,17843
"843","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-20,17195
"844","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-21,15423
"845","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-22,17678
"846","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-23,16917
"847","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-24,18573
"848","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-25,18166
"849","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-26,17222
"850","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-27,17531
"851","wikipedia","en","Facebook","mobile-web","user","daily",2018-02-28,16551
"852","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-01,16693
"853","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-02,16733
"854","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-03,16309
"855","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-04,17819
"856","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-05,16537
"857","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-06,17291
"858","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-07,19311
"859","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-08,18244
"860","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-09,17231
"861","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-10,17562
"862","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-11,18435
"863","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-12,16636
"864","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-13,16301
"865","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-14,17089
"866","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-15,16124
"867","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-16,15909
"868","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-17,17066
"869","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-18,18826
"870","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-19,20219
"871","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-20,20865
"872","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-21,23893
"873","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-22,28568
"874","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-23,19989
"875","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-24,22990
"876","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-25,21420
"877","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-26,21181
"878","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-27,20947
"879","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-28,20874
"880","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-29,18329
"881","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-30,18481
"882","wikipedia","en","Facebook","mobile-web","user","daily",2018-03-31,17735
"883","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-01,17860
"884","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-02,17248
"885","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-03,17546
"886","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-04,16811
"887","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-05,17731
"888","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-06,18120
"889","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-07,17379
"890","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-08,16252
"891","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-09,16527
"892","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-10,25376
"893","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-11,34437
"894","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-12,30238
"895","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-13,28111
"896","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-14,21865
"897","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-15,19512
"898","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-16,16866
"899","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-17,16280
"900","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-18,15197
"901","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-19,14845
"902","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-20,15283
"903","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-21,15558
"904","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-22,16112
"905","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-23,15265
"906","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-24,14601
"907","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-25,18511
"908","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-26,17075
"909","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-27,14003
"910","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-28,17605
"911","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-29,20252
"912","wikipedia","en","Facebook","mobile-web","user","daily",2018-04-30,19280
"913","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-01,17367
"914","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-02,15452
"915","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-03,15635
"916","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-04,13149
"917","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-05,15214
"918","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-06,14612
"919","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-07,13746
"920","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-08,13613
"921","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-09,15854
"922","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-10,16294
"923","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-11,18537
"924","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-12,14498
"925","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-13,14513
"926","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-14,15520
"927","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-15,14869
"928","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-16,14048
"929","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-17,13954
"930","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-18,11658
"931","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-19,15841
"932","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-20,15006
"933","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-21,12941
"934","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-22,11883
"935","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-23,11829
"936","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-24,15349
"937","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-25,16400
"938","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-26,15227
"939","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-27,15990
"940","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-28,19022
"941","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-29,15692
"942","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-30,14440
"943","wikipedia","en","Facebook","mobile-web","user","daily",2018-05-31,14456
"944","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-01,14295
"945","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-02,14143
"946","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-03,14785
"947","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-04,13941
"948","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-05,14137
"949","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-06,14769
"950","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-07,14618
"951","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-08,10046
"952","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-09,12807
"953","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-10,11905
"954","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-11,13006
"955","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-12,13589
"956","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-13,13497
"957","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-14,12633
"958","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-15,11908
"959","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-16,12750
"960","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-17,12834
"961","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-18,10404
"962","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-19,10456
"963","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-20,10091
"964","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-21,12880
"965","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-22,12601
"966","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-23,13572
"967","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-24,15450
"968","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-25,15160
"969","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-26,15279
"970","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-27,15251
"971","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-28,18621
"972","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-29,14616
"973","wikipedia","en","Facebook","mobile-web","user","daily",2018-06-30,15312
"974","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-01,16250
"975","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-02,16977
"976","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-03,14870
"977","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-04,15295
"978","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-05,15920
"979","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-06,15893
"980","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-07,16323
"981","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-08,17758
"982","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-09,16853
"983","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-10,16119
"984","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-11,14444
"985","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-12,14776
"986","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-13,14357
"987","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-14,14000
"988","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-15,15187
"989","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-16,15384
"990","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-17,15329
"991","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-18,15446
"992","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-19,15049
"993","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-20,16972
"994","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-21,20798
"995","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-22,20371
"996","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-23,16788
"997","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-24,16296
"998","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-25,16317
"999","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-26,17992
"1000","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-27,19579
"1001","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-28,18478
"1002","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-29,19095
"1003","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-30,16937
"1004","wikipedia","en","Facebook","mobile-web","user","daily",2018-07-31,16775
"1005","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-01,16898
"1006","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-02,17263
"1007","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-03,19218
"1008","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-04,15315
"1009","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-05,16377
"1010","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-06,15973
"1011","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-07,17025
"1012","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-08,16759
"1013","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-09,14881
"1014","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-10,15124
"1015","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-11,15824
"1016","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-12,17742
"1017","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-13,17597
"1018","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-14,16675
"1019","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-15,17342
"1020","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-16,16992
"1021","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-17,17158
"1022","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-18,18985
"1023","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-19,18384
"1024","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-20,15386
"1025","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-21,16307
"1026","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-22,16637
"1027","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-23,15443
"1028","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-24,18100
"1029","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-25,16355
"1030","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-26,17314
"1031","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-27,16975
"1032","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-28,16497
"1033","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-29,16348
"1034","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-30,15939
"1035","wikipedia","en","Facebook","mobile-web","user","daily",2018-08-31,15079
"1036","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-01,15049
"1037","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-02,15699
"1038","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-03,18004
"1039","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-04,15156
"1040","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-05,14898
"1041","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-06,15105
"1042","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-07,15242
"1043","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-08,15911
"1044","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-09,16279
"1045","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-10,15815
"1046","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-11,15846
"1047","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-12,15688
"1048","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-13,15312
"1049","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-14,15301
"1050","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-15,16473
"1051","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-16,15987
"1052","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-17,14288
"1053","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-18,13963
"1054","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-19,14878
"1055","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-20,14959
"1056","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-21,14628
"1057","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-22,13631
"1058","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-23,14156
"1059","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-24,16168
"1060","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-25,14657
"1061","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-26,13909
"1062","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-27,13145
"1063","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-28,12857
"1064","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-29,12991
"1065","wikipedia","en","Facebook","mobile-web","user","daily",2018-09-30,12694
"1066","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-01,13465
"1067","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-02,12541
"1068","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-03,11579
"1069","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-04,12280
"1070","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-05,11645
"1071","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-06,11974
"1072","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-07,12341
"1073","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-08,12425
"1074","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-09,12032
"1075","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-10,11985
"1076","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-11,11636
"1077","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-12,11937
"1078","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-13,12574
"1079","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-14,11497
"1080","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-15,11192
"1081","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-16,11071
"1082","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-17,13216
"1083","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-18,11593
"1084","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-19,11603
"1085","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-20,12699
"1086","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-21,12646
"1087","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-22,11235
"1088","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-23,9510
"1089","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-24,10542
"1090","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-25,10512
"1091","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-26,10777
"1092","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-27,9560
"1093","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-28,13643
"1094","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-29,11287
"1095","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-30,11382
"1096","wikipedia","en","Facebook","mobile-web","user","daily",2018-10-31,11343
"1097","wikipedia","en","Facebook","mobile-web","user","daily",2018-11-01,11474
"1098","wikipedia","en","Facebook","mobile-web","user","daily",2018-11-02,11292
